scientificName,canonicalName,aus_native
Pelargonium rodneyanum Lindl.,Pelargonium rodneyanum,TRUE
Pelargonium tomentosum Jacq.,Pelargonium tomentosum,FALSE
Melianthus comosus Vahl,Melianthus comosus,FALSE
Melianthus major L.,Melianthus major,FALSE
Baileyoxylon lanceolatum C.T.White,Baileyoxylon lanceolatum,TRUE
Ryparosa kurrangii B.L.Webber,Ryparosa kurrangii,TRUE
Balanops australiana F.Muell.,Balanops australiana,TRUE
Maranthes corymbosa Blume,Maranthes corymbosa,TRUE
Parinari nonda F.Muell. ex Benth.,Parinari nonda,TRUE
Calophyllum australianum F.Muell. ex Vesque,Calophyllum australianum,TRUE
Calophyllum bicolor P.F.Stevens,Calophyllum bicolor,TRUE
Calophyllum costatum F.M.Bailey,Calophyllum costatum,TRUE
Calophyllum inophyllum L.,Calophyllum inophyllum,TRUE
Calophyllum sil Lauterb.,Calophyllum sil,TRUE
Calophyllum soulattri Burm.f.,Calophyllum soulattri,TRUE
Garcinia brassii C.T.White,Garcinia brassii,TRUE
Garcinia dulcis (Roxb.) Kurz,Garcinia dulcis,TRUE
Garcinia gibbsiae S.Moore,Garcinia gibbsiae,TRUE
Garcinia jensenii W.E.Cooper,Garcinia jensenii,TRUE
Garcinia leggeae W.E.Cooper,Garcinia leggeae,TRUE
Garcinia mangostana L.,Garcinia mangostana,FALSE
Garcinia mestonii F.M.Bailey,Garcinia mestonii,TRUE
Garcinia russellii W.E.Cooper,Garcinia russellii,TRUE
Garcinia warrenii F.Muell.,Garcinia warrenii,TRUE
Garcinia xanthochymus Hook.f. ex T.Anderson,Garcinia xanthochymus,FALSE
Garcinia zichii W.E.Cooper,Garcinia zichii,TRUE
Mammea odorata (Raf.) Kosterm.,Mammea odorata,TRUE
Mammea touriga (C.T.White & W.D.Francis) L.S.Sm.,Mammea touriga,TRUE
Mesua larnachiana (F.Muell.) Kosterm.,Mesua larnachiana,TRUE
Dichapetalum papuanum (Becc.) Boerl.,Dichapetalum papuanum,TRUE
Dichapetalum timoriense (DC.) Boerl.,Dichapetalum timoriense,TRUE
Bergia ammannioides Roxb.,Bergia ammannioides,TRUE
Bergia auriculata G.J.Leach,Bergia auriculata,TRUE
Bergia barklyana G.J.Leach,Bergia barklyana,TRUE
Bergia diacheiron Verdon ex G.J.Leach,Bergia diacheiron,TRUE
Bergia henshallii G.J.Leach,Bergia henshallii,TRUE
Bergia occultipetala G.J.Leach,Bergia occultipetala,TRUE
Bergia pedicellaris (F.Muell.) Benth.,Bergia pedicellaris,TRUE
Bergia perennis (F.Muell.) Benth.,Bergia perennis,TRUE
Bergia pusilla Benth.,Bergia pusilla,TRUE
Bergia trimera Fisch. & C.A.Mey.,Bergia trimera,TRUE
Elatine gratioloides A.Cunn.,Elatine gratioloides,TRUE
Elatine macrocalyx Albr.,Elatine macrocalyx,TRUE
Erythroxylum australe F.Muell.,Erythroxylum australe,TRUE
Erythroxylum ellipticum R.Br. ex Benth.,Erythroxylum ellipticum,TRUE
Acalypha australis L.,Acalypha australis,FALSE
Acalypha capillipes Müll.Arg.,Acalypha capillipes,TRUE
Acalypha eremorum F.Muell. ex Müll.Arg.,Acalypha eremorum,TRUE
Acalypha hispida Burm.f.,Acalypha hispida,FALSE
Acalypha indica L.,Acalypha indica,FALSE
Acalypha lanceolata Willd.,Acalypha lanceolata,TRUE
Acalypha lyonsii P.I.Forst.,Acalypha lyonsii,TRUE
Acalypha nemorum Müll.Arg.,Acalypha nemorum,TRUE
Acalypha pubiflora Baill.,Acalypha pubiflora,TRUE
Acalypha wilkesiana Müll.Arg.,Acalypha wilkesiana,FALSE
Adriana quadripartita (Labill.) Müll.Arg.,Adriana quadripartita,TRUE
Adriana tomentosa Gaudich.,Adriana tomentosa,TRUE
Alchornea ilicifolia (J.Sm.) Müll.Arg.,Alchornea ilicifolia,TRUE
Alchornea rugosa (Lour.) Müll.Arg.,Alchornea rugosa,TRUE
Alchornea thozetiana (Baill.) Baill. ex Benth.,Alchornea thozetiana,TRUE
Aleurites moluccanus (L.) Willd.,Aleurites moluccanus,FALSE
Aleurites rockinghamensis (Baill.) P.I.Forst.,Aleurites rockinghamensis,TRUE
Amperea conferta Benth.,Amperea conferta,TRUE
Amperea ericoides A.Juss.,Amperea ericoides,TRUE
Amperea micrantha Benth.,Amperea micrantha,TRUE
Amperea protensa Nees,Amperea protensa,TRUE
Amperea simulans R.J.F.Hend.,Amperea simulans,TRUE
Amperea spicata Airy Shaw,Amperea spicata,TRUE
Amperea volubilis Benth.,Amperea volubilis,TRUE
Amperea xiphoclada (Sieber ex Spreng.) Druce,Amperea xiphoclada,TRUE
Baloghia inophylla (G.Forst.) P.S.Green,Baloghia inophylla,TRUE
Baloghia marmorata C.T.White,Baloghia marmorata,TRUE
Baloghia parviflora C.T.White,Baloghia parviflora,TRUE
Bertya brownii S.Moore,Bertya brownii,TRUE
Bertya calycina Halford & R.J.F.Hend.,Bertya calycina,TRUE
Bertya cunninghamii Planch.,Bertya cunninghamii,TRUE
Bertya dimerostigma F.Muell.,Bertya dimerostigma,TRUE
Bertya ernestiana Halford & R.J.F.Hend.,Bertya ernestiana,TRUE
Bertya findlayi F.Muell.,Bertya findlayi,TRUE
Bertya glandulosa Grüning,Bertya glandulosa,TRUE
Bertya grampiana Halford & R.J.F.Hend.,Bertya grampiana,TRUE
Bertya granitica Halford & R.J.F.Hend.,Bertya granitica,TRUE
Bertya gummifera Planch.,Bertya gummifera,TRUE
Bertya ingramii T.A.James,Bertya ingramii,TRUE
Bertya lapicola Halford & R.J.F.Hend.,Bertya lapicola,TRUE
Bertya linearifolia Halford & R.J.F.Hend.,Bertya linearifolia,TRUE
Bertya mollissima Blakely,Bertya mollissima,TRUE
Bertya oblonga Blakely,Bertya oblonga,TRUE
Bertya oleifolia Planch.,Bertya oleifolia,TRUE
Bertya opponens (F.Muell. ex Benth.) Guymer,Bertya opponens,TRUE
Bertya pedicellata F.Muell.,Bertya pedicellata,TRUE
Bertya pinifolia Planch.,Bertya pinifolia,TRUE
Bertya polystigma Grüning,Bertya polystigma,TRUE
Bertya pomaderroides F.Muell.,Bertya pomaderroides,TRUE
Bertya recurvata Halford & R.J.F.Hend.,Bertya recurvata,TRUE
Bertya riparia Halford & R.J.F.Hend.,Bertya riparia,TRUE
Bertya rosmarinifolia (A.Cunn.) Planch.,Bertya rosmarinifolia,TRUE
Bertya rotundifolia F.Muell.,Bertya rotundifolia,TRUE
Bertya sharpeana Guymer,Bertya sharpeana,TRUE
Bertya tasmanica (Sond. & F.Muell.) Müll.Arg.,Bertya tasmanica,TRUE
Bertya virgata (Ewart) Halford & R.J.F.Hend.,Bertya virgata,TRUE
Beyeria apiculata Halford & R.J.F.Hend.,Beyeria apiculata,TRUE
Beyeria brevifolia (Müll.Arg.) Benth.,Beyeria brevifolia,TRUE
Beyeria calycina Airy Shaw,Beyeria calycina,TRUE
Beyeria cinerea (Müll.Arg.) Benth.,Beyeria cinerea,TRUE
Beyeria cockertonii Halford & R.J.F.Hend.,Beyeria cockertonii,TRUE
Beyeria constellata Halford & R.J.F.Hend.,Beyeria constellata,TRUE
Beyeria disciformis Halford & R.J.F.Hend.,Beyeria disciformis,TRUE
Beyeria gardneri Airy Shaw,Beyeria gardneri,TRUE
Beyeria lanceolata Halford & R.J.F.Hend.,Beyeria lanceolata,TRUE
Beyeria lapidicola Halford & R.J.F.Hend.,Beyeria lapidicola,TRUE
Beyeria lasiocarpa Müll.Arg.,Beyeria lasiocarpa,TRUE
Beyeria latifolia Baill.,Beyeria latifolia,TRUE
Beyeria lechenaultii (DC.) Baill.,Beyeria lechenaultii,TRUE
Beyeria lepidopetala F.Muell.,Beyeria lepidopetala,TRUE
Beyeria minor (Airy Shaw) Halford & R.J.F.Hend.,Beyeria minor,TRUE
Beyeria opaca F.Muell.,Beyeria opaca,TRUE
Beyeria physaphylla Halford & R.J.F.Hend.,Beyeria physaphylla,TRUE
Beyeria rostellata Halford & R.J.F.Hend.,Beyeria rostellata,TRUE
Beyeria similis (Müll.Arg.) Benth.,Beyeria similis,TRUE
Beyeria simplex Halford & R.J.F.Hend.,Beyeria simplex,TRUE
Beyeria subtecta J.M.Black,Beyeria subtecta,TRUE
Beyeria sulcata Halford & R.J.F.Hend.,Beyeria sulcata,TRUE
Beyeria villosa Halford & R.J.F.Hend.,Beyeria villosa,TRUE
Beyeria viscosa (Labill.) Miq.,Beyeria viscosa,TRUE
Calycopeplus casuarinoides L.S.Sm.,Calycopeplus casuarinoides,TRUE
Calycopeplus collinus P.I.Forst.,Calycopeplus collinus,TRUE
Calycopeplus marginatus Benth.,Calycopeplus marginatus,TRUE
Calycopeplus oligandrus P.I.Forst.,Calycopeplus oligandrus,TRUE
Calycopeplus paucifolius (Klotzsch) Baill.,Calycopeplus paucifolius,TRUE
Chrozophora tinctoria (L.) A.Juss.,Chrozophora tinctoria,FALSE
Claoxylon angustifolium Müll.Arg.,Claoxylon angustifolium,TRUE
Claoxylon australe Baill.,Claoxylon australe,TRUE
Claoxylon hillii Benth.,Claoxylon hillii,TRUE
Claoxylon indicum (Reinw. ex Blume) Hassk.,Claoxylon indicum,TRUE
Claoxylon tenerifolium (F.Muell. ex Baill.) F.Muell.,Claoxylon tenerifolium,TRUE
Cleidion javanicum Blume,Cleidion javanicum,TRUE
Codiaeum membranaceum S.Moore,Codiaeum membranaceum,TRUE
Codiaeum variegatum (L.) A.Juss.,Codiaeum variegatum,FALSE
Croton acronychioides F.Muell.,Croton acronychioides,TRUE
Croton aridus P.I.Forst.,Croton aridus,TRUE
Croton armstrongii S.Moore,Croton armstrongii,TRUE
Croton arnhemicus Müll.Arg.,Croton arnhemicus,TRUE
Croton brachypus Airy Shaw,Croton brachypus,TRUE
Croton byrnesii Airy Shaw,Croton byrnesii,TRUE
Croton capitatus Michx.,Croton capitatus,FALSE
Croton capitis-york Airy Shaw,Croton capitis-york,TRUE
Croton caudatus Geiseler,Croton caudatus,TRUE
Croton choristadenius K.Schum.,Croton choristadenius,TRUE
Croton densivestitus C.T.White & W.D.Francis,Croton densivestitus,TRUE
Croton dichromifolius P.I.Forst.,Croton dichromifolius,TRUE
Croton dockrillii Airy Shaw,Croton dockrillii,TRUE
Croton glandulosus L.,Croton glandulosus,FALSE
Croton habrophyllus Airy Shaw,Croton habrophyllus,TRUE
Croton hirtus L'Hér.,Croton hirtus,FALSE
Croton insularis Baill.,Croton insularis,TRUE
Croton lucens P.I.Forst.,Croton lucens,TRUE
Croton magneticus Airy Shaw,Croton magneticus,TRUE
Croton mamillatus P.I.Forst.,Croton mamillatus,TRUE
Croton minimus P.I.Forst.,Croton minimus,TRUE
Croton multicaulis P.I.Forst.,Croton multicaulis,TRUE
Croton mutabilis P.I.Forst.,Croton mutabilis,TRUE
Croton phebalioides F.Muell. ex Müll.Arg.,Croton phebalioides,TRUE
Croton rarus P.I.Forst.,Croton rarus,TRUE
Croton schultzii Benth.,Croton schultzii,TRUE
Croton setiger Hook.,Croton setiger,FALSE
Croton simulans P.I.Forst.,Croton simulans,TRUE
Croton stigmatosus F.Muell.,Croton stigmatosus,TRUE
Croton stockeri (Airy Shaw) Airy Shaw,Croton stockeri,TRUE
Croton tomentellus F.Muell.,Croton tomentellus,TRUE
Croton triacros F.Muell.,Croton triacros,TRUE
Croton verreauxii Baill.,Croton verreauxii,TRUE
Croton waterhouseae P.I.Forst.,Croton waterhouseae,TRUE
Dimorphocalyx australiensis C.T.White,Dimorphocalyx australiensis,TRUE
Endospermum myrmecophilum L.S.Sm.,Endospermum myrmecophilum,TRUE
Euphorbia accedens Halford & W.K.Harris,Euphorbia accedens,TRUE
Euphorbia albrechtii Halford & W.K.Harris,Euphorbia albrechtii,TRUE
Euphorbia armstrongiana Boiss.,Euphorbia armstrongiana,TRUE
Euphorbia australis Boiss.,Euphorbia australis,TRUE
Euphorbia biconvexa Domin,Euphorbia biconvexa,TRUE
Euphorbia bifida Hook. & Arn.,Euphorbia bifida,TRUE
Euphorbia boophthona C.A.Gardner,Euphorbia boophthona,TRUE
Euphorbia careyi F.Muell.,Euphorbia careyi,TRUE
Euphorbia carissoides F.M.Bailey,Euphorbia carissoides,TRUE
Euphorbia centralis B.G.Thomson,Euphorbia centralis,TRUE
Euphorbia cinerea W.Fitzg.,Euphorbia cinerea,TRUE
Euphorbia clementii Domin,Euphorbia clementii,TRUE
Euphorbia coghlanii F.M.Bailey,Euphorbia coghlanii,TRUE
Euphorbia crassimarginata Halford & W.K.Harris,Euphorbia crassimarginata,TRUE
Euphorbia cyathophora Murray,Euphorbia cyathophora,FALSE
Euphorbia cyparissias L.,Euphorbia cyparissias,FALSE
Euphorbia dallachyana Baill.,Euphorbia dallachyana,TRUE
Euphorbia davidii Subils,Euphorbia davidii,FALSE
Euphorbia dendroides L.,Euphorbia dendroides,FALSE
Euphorbia drummondii Boiss.,Euphorbia drummondii,TRUE
Euphorbia exigua L.,Euphorbia exigua,FALSE
Euphorbia falcata L.,Euphorbia falcata,FALSE
Euphorbia ferdinandi Baill.,Euphorbia ferdinandi,TRUE
Euphorbia fitzroyensis Halford & W.K.Harris,Euphorbia fitzroyensis,TRUE
Euphorbia gregoriensis Halford & W.K.Harris,Euphorbia gregoriensis,TRUE
Euphorbia hassallii Halford & W.K.Harris,Euphorbia hassallii,TRUE
Euphorbia helioscopia L.,Euphorbia helioscopia,FALSE
Euphorbia heterophylla L.,Euphorbia heterophylla,FALSE
Euphorbia hirta L.,Euphorbia hirta,FALSE
Euphorbia hyssopifolia L.,Euphorbia hyssopifolia,FALSE
Euphorbia inappendiculata Domin,Euphorbia inappendiculata,TRUE
Euphorbia kimberleyensis B.G.Thomson,Euphorbia kimberleyensis,TRUE
Euphorbia laciniloba Halford & W.K.Harris,Euphorbia laciniloba,TRUE
Euphorbia lathyris L.,Euphorbia lathyris,FALSE
Euphorbia litticola Halford & W.K.Harris,Euphorbia litticola,TRUE
Euphorbia macdonaldii Halford & W.K.Harris,Euphorbia macdonaldii,TRUE
Euphorbia maconochieana B.G.Thomson,Euphorbia maconochieana,TRUE
Euphorbia maculata L.,Euphorbia maculata,FALSE
Euphorbia marginata Pursh,Euphorbia marginata,FALSE
Euphorbia milii Des Moul.,Euphorbia milii,FALSE
Euphorbia mitchelliana Boiss.,Euphorbia mitchelliana,TRUE
Euphorbia muelleri Boiss.,Euphorbia muelleri,TRUE
Euphorbia multifaria Halford & W.K.Harris,Euphorbia multifaria,TRUE
Euphorbia myrtoides Boiss.,Euphorbia myrtoides,TRUE
Euphorbia norfolkiana Boiss.,Euphorbia norfolkiana,TRUE
Euphorbia obliqua Endl.,Euphorbia obliqua,TRUE
Euphorbia oblongata Griseb.,Euphorbia oblongata,FALSE
Euphorbia operta Halford & W.K.Harris,Euphorbia operta,TRUE
Euphorbia ophiolitica (P.I.Forst.) Ya Yang,Euphorbia ophiolitica,TRUE
Euphorbia ophthalmica Pers.,Euphorbia ophthalmica,FALSE
Euphorbia pallens Dillwyn,Euphorbia pallens,TRUE
Euphorbia papillata Halford & W.K.Harris,Euphorbia papillata,TRUE
Euphorbia papillifolia Halford & W.K.Harris,Euphorbia papillifolia,TRUE
Euphorbia paralias L.,Euphorbia paralias,FALSE
Euphorbia parvicaruncula D.C.Hassall,Euphorbia parvicaruncula,TRUE
Euphorbia peplus L.,Euphorbia peplus,FALSE
Euphorbia petala Ewart & L.R.Kerr,Euphorbia petala,TRUE
Euphorbia philochalix Halford & W.K.Harris,Euphorbia philochalix,TRUE
Euphorbia planitiicola D.C.Hassall,Euphorbia planitiicola,TRUE
Euphorbia platyphyllos L.,Euphorbia platyphyllos,FALSE
Euphorbia plumerioides Teijsm. ex Hassk.,Euphorbia plumerioides,TRUE
Euphorbia porcata Halford & W.K.Harris,Euphorbia porcata,TRUE
Euphorbia prostrata Aiton,Euphorbia prostrata,FALSE
Euphorbia psammogeton P.S.Green,Euphorbia psammogeton,TRUE
Euphorbia psilosperma Halford & W.K.Harris,Euphorbia psilosperma,TRUE
Euphorbia pulcherrima Willd. ex Klotzsch,Euphorbia pulcherrima,FALSE
Euphorbia sarcostemmoides J.H.Willis,Euphorbia sarcostemmoides,TRUE
Euphorbia schizolepis F.Muell. ex Boiss.,Euphorbia schizolepis,TRUE
Euphorbia schultzii Benth.,Euphorbia schultzii,TRUE
Euphorbia segetalis L.,Euphorbia segetalis,FALSE
Euphorbia serpens Kunth,Euphorbia serpens,FALSE
Euphorbia sharkoensis Baill.,Euphorbia sharkoensis,TRUE
Euphorbia stevenii F.M.Bailey,Euphorbia stevenii,TRUE
Euphorbia tannensis Spreng.,Euphorbia tannensis,TRUE
Euphorbia terracina L.,Euphorbia terracina,FALSE
Euphorbia thelephora Halford & W.K.Harris,Euphorbia thelephora,TRUE
Euphorbia thymifolia L.,Euphorbia thymifolia,FALSE
Euphorbia tirucalli L.,Euphorbia tirucalli,FALSE
Euphorbia tithymaloides L.,Euphorbia tithymaloides,FALSE
Euphorbia trigonosperma Halford & W.K.Harris,Euphorbia trigonosperma,TRUE
Euphorbia umbellata (Pax) Bruyns,Euphorbia umbellata,FALSE
Euphorbia vaccaria Baill.,Euphorbia vaccaria,TRUE
Euphorbia verrucitesta Halford & W.K.Harris,Euphorbia verrucitesta,TRUE
Euphorbia vicina Halford & W.K.Harris,Euphorbia vicina,TRUE
Euphorbia victoriensis Halford & W.K.Harris,Euphorbia victoriensis,TRUE
Euphorbia wheeleri Baill.,Euphorbia wheeleri,TRUE
Excoecaria agallocha L.,Excoecaria agallocha,TRUE
Excoecaria dallachyana (Baill.) Benth.,Excoecaria dallachyana,TRUE
Excoecaria ovalis Endl.,Excoecaria ovalis,TRUE
Excoecaria parvifolia Müll.Arg.,Excoecaria parvifolia,TRUE
Fontainea australis Jessup & Guymer,Fontainea australis,TRUE
Fontainea fugax P.I.Forst.,Fontainea fugax,TRUE
Fontainea oraria Jessup & Guymer,Fontainea oraria,TRUE
Fontainea picrosperma C.T.White,Fontainea picrosperma,TRUE
Fontainea rostrata Jessup & Guymer,Fontainea rostrata,TRUE
Fontainea venosa Jessup & Guymer,Fontainea venosa,TRUE
Hevea brasiliensis (Willd. ex A.Juss.) Müll.Arg.,Hevea brasiliensis,FALSE
Homalanthus novo-guineensis (Warb.) Lauterb. & K.Schum.,Homalanthus novo-guineensis,TRUE
Homalanthus populifolius Graham,Homalanthus populifolius,TRUE
Homalanthus stillingiifolius F.Muell.,Homalanthus stillingiifolius,TRUE
Hylandia dockrillii Airy Shaw,Hylandia dockrillii,TRUE
Jatropha curcas L.,Jatropha curcas,FALSE
Jatropha gossypifolia L.,Jatropha gossypifolia,FALSE
Jatropha podagrica Hook.,Jatropha podagrica,FALSE
Macaranga dallachyana (Baill.) Airy Shaw,Macaranga dallachyana,TRUE
Macaranga inamoena Benth.,Macaranga inamoena,TRUE
Macaranga involucrata (Wall.) Baill. ex Müll.Arg.,Macaranga involucrata,TRUE
Macaranga polyadenia Pax & K.Hoffm.,Macaranga polyadenia,TRUE
Macaranga subdentata Benth.,Macaranga subdentata,TRUE
Macaranga tanarius (L.) Müll.Arg.,Macaranga tanarius,TRUE
Mallotus claoxyloides (F.Muell.) Müll.Arg.,Mallotus claoxyloides,TRUE
Mallotus discolor Benth.,Mallotus discolor,TRUE
Mallotus dispersus P.I.Forst.,Mallotus dispersus,TRUE
Mallotus ficifolius (Baill.) Pax & K.Hoffm.,Mallotus ficifolius,TRUE
Mallotus megadontus P.I.Forst.,Mallotus megadontus,TRUE
Mallotus mollissimus (Geiseler) Airy Shaw,Mallotus mollissimus,TRUE
Mallotus nesophilus Müll.Arg.,Mallotus nesophilus,TRUE
Mallotus paniculatus (Lam.) Müll.Arg.,Mallotus paniculatus,TRUE
Mallotus philippensis (Lam.) Müll.Arg.,Mallotus philippensis,TRUE
Mallotus pleiogynus Pax & K.Hoffm.,Mallotus pleiogynus,TRUE
Mallotus polyadenos F.Muell.,Mallotus polyadenos,TRUE
Mallotus repandus (Rottler) Müll.Arg.,Mallotus repandus,TRUE
Mallotus resinosus (Blanco) Merr.,Mallotus resinosus,TRUE
Mallotus surculosus P.I.Forst.,Mallotus surculosus,TRUE
Manihot carthaginensis (Jacq.) Müll.Arg.,Manihot carthaginensis,FALSE
Manihot esculenta Crantz,Manihot esculenta,FALSE
Manihot grahamii Hook.,Manihot grahamii,FALSE
Mercurialis annua L.,Mercurialis annua,FALSE
Micrococca mercurialis (L.) Benth.,Micrococca mercurialis,FALSE
Microstachys chamaelea (L.) Hook.f.,Microstachys chamaelea,TRUE
Monotaxis bracteata Nees,Monotaxis bracteata,TRUE
Monotaxis grandiflora Endl.,Monotaxis grandiflora,TRUE
Monotaxis linifolia Brongn.,Monotaxis linifolia,TRUE
Monotaxis luteiflora F.Muell.,Monotaxis luteiflora,TRUE
Monotaxis macrophylla Benth.,Monotaxis macrophylla,TRUE
Monotaxis occidentalis Endl.,Monotaxis occidentalis,TRUE
Monotaxis paxii Grüning,Monotaxis paxii,TRUE
Monotaxis tenuis Airy Shaw,Monotaxis tenuis,TRUE
Omphalea celata P.I.Forst.,Omphalea celata,TRUE
Omphalea papuana Pax & K.Hoffm.,Omphalea papuana,TRUE
Omphalea queenslandiae F.M.Bailey,Omphalea queenslandiae,TRUE
Pimelodendron amboinicum Hassk.,Pimelodendron amboinicum,TRUE
Pseudanthus ballingalliae Halford & R.J.F.Hend.,Pseudanthus ballingalliae,TRUE
Pseudanthus divaricatissimus (Müll.Arg.) Benth.,Pseudanthus divaricatissimus,TRUE
Pseudanthus ligulatus Halford & R.J.F.Hend.,Pseudanthus ligulatus,TRUE
Pseudanthus micranthus Benth.,Pseudanthus micranthus,TRUE
Pseudanthus orbicularis (Müll.Arg.) Halford & R.J.F.Hend.,Pseudanthus orbicularis,TRUE
Pseudanthus orientalis F.Muell.,Pseudanthus orientalis,TRUE
Pseudanthus ovalifolius F.Muell.,Pseudanthus ovalifolius,TRUE
Pseudanthus pauciflorus Halford & R.J.F.Hend.,Pseudanthus pauciflorus,TRUE
Pseudanthus pimeleoides Sieber ex Spreng.,Pseudanthus pimeleoides,TRUE
Ricinocarpos bowmanii F.Muell.,Ricinocarpos bowmanii,TRUE
Ricinocarpos brevis R.J.F.Hend. & Mollemans,Ricinocarpos brevis,TRUE
Ricinocarpos caniana Halford & R.J.F.Hend.,Ricinocarpos caniana,TRUE
Ricinocarpos crispatus Halford & R.J.F.Hend.,Ricinocarpos crispatus,TRUE
Ricinocarpos cyanescens Müll.Arg.,Ricinocarpos cyanescens,TRUE
Ricinocarpos glaucus Endl.,Ricinocarpos glaucus,TRUE
Ricinocarpos gloria-medii J.H.Willis,Ricinocarpos gloria-medii,TRUE
Ricinocarpos graniticus Halford & R.J.F.Hend.,Ricinocarpos graniticus,TRUE
Ricinocarpos ledifolius F.Muell.,Ricinocarpos ledifolius,TRUE
Ricinocarpos linearifolius Halford & R.J.F.Hend.,Ricinocarpos linearifolius,TRUE
Ricinocarpos marginatus Benth.,Ricinocarpos marginatus,TRUE
Ricinocarpos megalocarpus Halford & R.J.F.Hend.,Ricinocarpos megalocarpus,TRUE
Ricinocarpos muricatus Müll.Arg.,Ricinocarpos muricatus,TRUE
Ricinocarpos oliganthus Halford & R.J.F.Hend.,Ricinocarpos oliganthus,TRUE
Ricinocarpos pilifer Halford & R.J.F.Hend.,Ricinocarpos pilifer,TRUE
Ricinocarpos pinifolius Desf.,Ricinocarpos pinifolius,TRUE
Ricinocarpos psilocladus (Müll.Arg.) Benth.,Ricinocarpos psilocladus,TRUE
Ricinocarpos rosmarinifolius Benth.,Ricinocarpos rosmarinifolius,TRUE
Ricinocarpos ruminatus Halford & R.J.F.Hend.,Ricinocarpos ruminatus,TRUE
Ricinocarpos speciosus Müll.Arg.,Ricinocarpos speciosus,TRUE
Ricinocarpos stylosus Diels,Ricinocarpos stylosus,TRUE
Ricinocarpos trachyphyllus Halford & R.J.F.Hend.,Ricinocarpos trachyphyllus,TRUE
Ricinocarpos trichophorus Müll.Arg.,Ricinocarpos trichophorus,TRUE
Ricinocarpos trichophyllus Halford & R.J.F.Hend.,Ricinocarpos trichophyllus,TRUE
Ricinocarpos tuberculatus Müll.Arg.,Ricinocarpos tuberculatus,TRUE
Ricinocarpos undulatus Lehm.,Ricinocarpos undulatus,TRUE
Ricinocarpos velutinus F.Muell.,Ricinocarpos velutinus,TRUE
Ricinocarpos verrucosus Halford & R.J.F.Hend.,Ricinocarpos verrucosus,TRUE
Ricinus communis L.,Ricinus communis,FALSE
Rockinghamia angustifolia (Benth.) Airy Shaw,Rockinghamia angustifolia,TRUE
Rockinghamia brevipes Airy Shaw,Rockinghamia brevipes,TRUE
Sankowskya stipularis P.I.Forst.,Sankowskya stipularis,TRUE
Shonia bickertonensis (Specht) Halford & R.J.F.Hend.,Shonia bickertonensis,TRUE
Shonia carinata Halford & R.J.F.Hend.,Shonia carinata,TRUE
Shonia territorialis Halford & R.J.F.Hend.,Shonia territorialis,TRUE
Shonia tristigma (F.Muell.) Halford & R.J.F.Hend.,Shonia tristigma,TRUE
Suregada glomerulata (Blume) Baill.,Suregada glomerulata,TRUE
Tragia arnhemica P.I.Forst.,Tragia arnhemica,TRUE
Tragia finalis P.I.Forst.,Tragia finalis,TRUE
Tragia novae-hollandiae Müll.Arg.,Tragia novae-hollandiae,TRUE
Triadica sebifera (L.) Small,Triadica sebifera,FALSE
Trigonostemon inopinatus Airy Shaw,Trigonostemon inopinatus,TRUE
Vernicia fordii (Hemsl.) Airy Shaw,Vernicia fordii,FALSE
Wetria australiensis P.I.Forst.,Wetria australiensis,TRUE
Harungana madagascariensis Lam. ex Poir.,Harungana madagascariensis,FALSE
Hypericum androsaemum L.,Hypericum androsaemum,FALSE
Hypericum bellum H.L.Li,Hypericum bellum,FALSE
Hypericum calycinum L.,Hypericum calycinum,FALSE
Hypericum canariense L.,Hypericum canariense,FALSE
Hypericum elodes L.,Hypericum elodes,FALSE
Hypericum gramineum G.Forst.,Hypericum gramineum,TRUE
Hypericum grandifolium Choisy,Hypericum grandifolium,FALSE
Hypericum hircinum L.,Hypericum hircinum,FALSE
Hypericum humifusum L.,Hypericum humifusum,FALSE
Hypericum hypericoides (L.) Crantz,Hypericum hypericoides,FALSE
Hypericum japonicum Thunb.,Hypericum japonicum,TRUE
Hypericum kouytchense H.Lev.,Hypericum kouytchense,FALSE
Hypericum patulum Thunb.,Hypericum patulum,FALSE
Hypericum perforatum L.,Hypericum perforatum,FALSE
Hypericum pulchrum L.,Hypericum pulchrum,FALSE
Hypericum pusillum Choisy,Hypericum pusillum,TRUE
Hypericum tetrapterum Fr.,Hypericum tetrapterum,FALSE
Hypericum triquetrifolium Turra,Hypericum triquetrifolium,FALSE
Triadenum japonicum (Blume) Makino,Triadenum japonicum,FALSE
Hugonia jenkinsii F.Muell.,Hugonia jenkinsii,TRUE
Linum albidum Ewart & Jean White,Linum albidum,TRUE
Linum bienne Mill.,Linum bienne,FALSE
Linum catharticum L.,Linum catharticum,FALSE
Linum marginale A.Cunn.,Linum marginale,TRUE
Linum strictum L.,Linum strictum,FALSE
Linum trigynum L.,Linum trigynum,FALSE
Linum usitatissimum L.,Linum usitatissimum,FALSE
Reinwardtia indica Dumort.,Reinwardtia indica,FALSE
Bunchosia glandulifera (Jacq.) Kunth,Bunchosia glandulifera,FALSE
Galphimia gracilis Bartl.,Galphimia gracilis,FALSE
Hiptage benghalensis (L.) Kurz,Hiptage benghalensis,FALSE
Stigmaphyllon australiense (Nied.) C.E.Anderson,Stigmaphyllon australiense,TRUE
Stigmaphyllon ciliatum (Lam.) A.Juss.,Stigmaphyllon ciliatum,FALSE
Stigmaphyllon mariae C.E.Anderson,Stigmaphyllon mariae,TRUE
