scientificName,canonicalName,aus_native
Juncus cognatus Kunth,Juncus cognatus,FALSE
Juncus conglomeratus L.,Juncus conglomeratus,FALSE
Juncus continuus L.A.S.Johnson,Juncus continuus,TRUE
Juncus curtisiae L.A.S.Johnson,Juncus curtisiae,TRUE
Juncus dolichanthus L.A.S.Johnson,Juncus dolichanthus,TRUE
Juncus effusus L.,Juncus effusus,FALSE
Juncus ensifolius Wikstr.,Juncus ensifolius,FALSE
Juncus falcatus E.Mey.,Juncus falcatus,TRUE
Juncus filicaulis Buchenau,Juncus filicaulis,TRUE
Juncus firmus L.A.S.Johnson,Juncus firmus,TRUE
Juncus flavidus L.A.S.Johnson,Juncus flavidus,TRUE
Juncus fockei Buchenau,Juncus fockei,TRUE
Juncus fontanesii J.Gay ex Laharpe,Juncus fontanesii,FALSE
Juncus gerardii Loisel.,Juncus gerardii,FALSE
Juncus gregiflorus L.A.S.Johnson,Juncus gregiflorus,TRUE
Juncus holoschoenus R.Br.,Juncus holoschoenus,TRUE
Juncus homalocaulis F.Muell. ex Benth.,Juncus homalocaulis,TRUE
Juncus hybridus Brot.,Juncus hybridus,FALSE
Juncus imbricatus Laharpe,Juncus imbricatus,FALSE
Juncus indescriptus Steud.,Juncus indescriptus,FALSE
Juncus inflexus L.,Juncus inflexus,FALSE
Juncus ingens N.A.Wakef.,Juncus ingens,TRUE
Juncus kraussii Hochst.,Juncus kraussii,TRUE
Juncus laeviusculus L.A.S.Johnson,Juncus laeviusculus,TRUE
Juncus meianthus L.A.S.Johnson ex K.L.Wilson,Juncus meianthus,TRUE
Juncus microcephalus Kunth,Juncus microcephalus,FALSE
Juncus mollis L.A.S.Johnson,Juncus mollis,TRUE
Juncus ochrocoleus L.A.S.Johnson,Juncus ochrocoleus,TRUE
Juncus oxycarpus E.Mey. ex Kunth,Juncus oxycarpus,FALSE
Juncus pallescens Lam.,Juncus pallescens,FALSE
Juncus pallidus R.Br.,Juncus pallidus,TRUE
Juncus pauciflorus R.Br.,Juncus pauciflorus,TRUE
Juncus phaeanthus L.A.S.Johnson,Juncus phaeanthus,TRUE
Juncus planifolius R.Br.,Juncus planifolius,TRUE
Juncus polyanthemus Buchenau,Juncus polyanthemus,TRUE
Juncus prismatocarpus R.Br.,Juncus prismatocarpus,TRUE
Juncus procerus E.Mey.,Juncus procerus,TRUE
Juncus psammophilus L.A.S.Johnson,Juncus psammophilus,TRUE
Juncus radula Buchenau,Juncus radula,TRUE
Juncus ratkowskyanus L.A.S.Johnson,Juncus ratkowskyanus,TRUE
Juncus remotiflorus L.A.S.Johnson,Juncus remotiflorus,TRUE
Juncus revolutus R.Br.,Juncus revolutus,TRUE
Juncus sandwithii Lourteig,Juncus sandwithii,TRUE
Juncus sarophorus L.A.S.Johnson,Juncus sarophorus,TRUE
Juncus scheuchzerioides Gaudich.,Juncus scheuchzerioides,TRUE
Juncus semisolidus L.A.S.Johnson,Juncus semisolidus,TRUE
Juncus squarrosus L.,Juncus squarrosus,FALSE
Juncus subglaucus L.A.S.Johnson,Juncus subglaucus,TRUE
Juncus subnodulosus Schrank,Juncus subnodulosus,FALSE
Juncus subsecundus N.A.Wakef.,Juncus subsecundus,TRUE
Juncus tenuis Willd.,Juncus tenuis,FALSE
Juncus thompsonianus L.A.S.Johnson,Juncus thompsonianus,TRUE
Juncus usitatus L.A.S.Johnson,Juncus usitatus,TRUE
Juncus vaginatus R.Br.,Juncus vaginatus,TRUE
Luzula acutifolia H.Nordensk.,Luzula acutifolia,TRUE
Luzula alpestris H.Nordensk.,Luzula alpestris,TRUE
Luzula atrata Edgar,Luzula atrata,TRUE
Luzula australasica Steud.,Luzula australasica,TRUE
Luzula campestris (L.) DC.,Luzula campestris,FALSE
Luzula congesta (Thuill.) Lej.,Luzula congesta,FALSE
Luzula crinita Hook.f.,Luzula crinita,TRUE
Luzula densiflora (H.Nordensk.) Edgar,Luzula densiflora,TRUE
Luzula flaccida (Buchenau) Edgar,Luzula flaccida,TRUE
Luzula longiflora Benth.,Luzula longiflora,TRUE
Luzula meridionalis H.Nordensk.,Luzula meridionalis,TRUE
Luzula modesta Buchenau,Luzula modesta,TRUE
Luzula multiflora (Ehrh.) Lej.,Luzula multiflora,FALSE
Luzula novae-cambriae Gand.,Luzula novae-cambriae,TRUE
Luzula ovata Edgar,Luzula ovata,TRUE
Luzula poimena W.M.Curtis,Luzula poimena,TRUE
Mayaca fluviatilis Aubl.,Mayaca fluviatilis,FALSE
Acrachne racemosa (B.Heyne ex Roem. & Schult.) Ohwi,Acrachne racemosa,TRUE
Acroceras macrum Stapf,Acroceras macrum,FALSE
Agrostis australiensis Mez,Agrostis australiensis,TRUE
Agrostis bettyae S.W.L.Jacobs,Agrostis bettyae,TRUE
Agrostis boormanii Vickery,Agrostis boormanii,TRUE
Agrostis capillaris L.,Agrostis capillaris,FALSE
Agrostis castellana Boiss. & Reut.,Agrostis castellana,FALSE
Agrostis diemenica D.I.Morris,Agrostis diemenica,TRUE
Agrostis gigantea Roth,Agrostis gigantea,FALSE
Agrostis joyceae S.W.L.Jacobs,Agrostis joyceae,TRUE
Agrostis magellanica Lam.,Agrostis magellanica,TRUE
Agrostis muelleriana Vickery,Agrostis muelleriana,TRUE
Agrostis parviflora R.Br.,Agrostis parviflora,TRUE
Agrostis propinqua S.W.L.Jacobs,Agrostis propinqua,TRUE
Agrostis stolonifera L.,Agrostis stolonifera,FALSE
Agrostis thompsoniae S.W.L.Jacobs,Agrostis thompsoniae,TRUE
Agrostis venusta Trin.,Agrostis venusta,TRUE
Aira caryophyllea L.,Aira caryophyllea,FALSE
Aira cupaniana Guss.,Aira cupaniana,FALSE
Aira elegantissima Schur,Aira elegantissima,FALSE
Aira praecox L.,Aira praecox,FALSE
Aira provincialis Jord.,Aira provincialis,FALSE
Alexfloydia repens B.K.Simon,Alexfloydia repens,TRUE
Alloteropsis cimicina (L.) Stapf,Alloteropsis cimicina,TRUE
Alloteropsis semialata (R.Br.) Hitchc.,Alloteropsis semialata,TRUE
Alopecurus aequalis Sobol.,Alopecurus aequalis,FALSE
Alopecurus geniculatus L.,Alopecurus geniculatus,FALSE
Alopecurus myosuroides Huds.,Alopecurus myosuroides,FALSE
Alopecurus pratensis L.,Alopecurus pratensis,FALSE
Amelichloa brachychaeta (Godr.) Arriaga & Barkworth,Amelichloa brachychaeta,FALSE
Amelichloa caudata (Trin.) Arriaga & Barkworth,Amelichloa caudata,FALSE
Ammophila arenaria (L.) Link,Ammophila arenaria,FALSE
Amphibromus archeri (Hook.f.) P.Morris,Amphibromus archeri,TRUE
Amphibromus fluitans Kirk,Amphibromus fluitans,TRUE
Amphibromus macrorhinus S.W.L.Jacobs & Lapinpuro,Amphibromus macrorhinus,TRUE
Amphibromus neesii Steud.,Amphibromus neesii,TRUE
Amphibromus nervosus (Hook.f.) Baill.,Amphibromus nervosus,TRUE
Amphibromus pithogastrus S.W.L.Jacobs & Lapinpuro,Amphibromus pithogastrus,TRUE
Amphibromus recurvatus Swallen,Amphibromus recurvatus,TRUE
Amphibromus sinuatus S.W.L.Jacobs & Lapinpuro,Amphibromus sinuatus,TRUE
Amphibromus vickeryae S.W.L.Jacobs & Lapinpuro,Amphibromus vickeryae,TRUE
Amphibromus whitei C.E.Hubb.,Amphibromus whitei,TRUE
Amphipogon amphipogonoides (Steud.) Vickery,Amphipogon amphipogonoides,TRUE
Amphipogon avenaceus R.Br.,Amphipogon avenaceus,TRUE
Amphipogon caricinus F.Muell.,Amphipogon caricinus,TRUE
Amphipogon debilis R.Br.,Amphipogon debilis,TRUE
Amphipogon laguroides R.Br.,Amphipogon laguroides,TRUE
Amphipogon sericeus (Vickery) T.D.Macfarl.,Amphipogon sericeus,TRUE
Amphipogon setaceus (R.Br.) T.D.Macfarl.,Amphipogon setaceus,TRUE
Amphipogon strictus R.Br.,Amphipogon strictus,TRUE
Amphipogon turbinatus R.Br.,Amphipogon turbinatus,TRUE
Ancistrachne maidenii (A.A.Ham.) Vickery,Ancistrachne maidenii,TRUE
Ancistrachne uncinulata (R.Br.) S.T.Blake,Ancistrachne uncinulata,TRUE
Andropogon distachyos L.,Andropogon distachyos,FALSE
Andropogon gayanus Kunth,Andropogon gayanus,FALSE
Andropogon virginicus L.,Andropogon virginicus,FALSE
Anisopogon avenaceus R.Br.,Anisopogon avenaceus,TRUE
Anthosachne fertilis (S.Wang ex S.W.L.Jacobs & Barkworth) Barkworth & S.W.L.Jacobs,Anthosachne fertilis,TRUE
Anthosachne kingiana (Endl.) Govaerts,Anthosachne kingiana,TRUE
Anthosachne plurinervis (Vickery) Barkworth & S.W.L.Jacobs,Anthosachne plurinervis,TRUE
Anthosachne rectiseta (Nees) Barkworth & S.W.L.Jacobs,Anthosachne rectiseta,TRUE
Anthosachne scabra (R.Br.) Nevski,Anthosachne scabra,TRUE
Anthoxanthum aristatum Boiss.,Anthoxanthum aristatum,FALSE
Anthoxanthum odoratum L.,Anthoxanthum odoratum,FALSE
Apera interrupta (L.) P.Beauv.,Apera interrupta,FALSE
Apluda mutica L.,Apluda mutica,TRUE
Aristida acuta S.T.Blake,Aristida acuta,TRUE
Aristida annua B.K.Simon,Aristida annua,TRUE
Aristida anthoxanthoides (Domin) Henrard,Aristida anthoxanthoides,TRUE
Aristida arida B.K.Simon,Aristida arida,TRUE
Aristida australis B.K.Simon,Aristida australis,TRUE
Aristida behriana F.Muell.,Aristida behriana,TRUE
Aristida benthamii Henrard,Aristida benthamii,TRUE
Aristida biglandulosa J.M.Black,Aristida biglandulosa,TRUE
Aristida blakei B.K.Simon,Aristida blakei,TRUE
Aristida burbidgeae B.K.Simon,Aristida burbidgeae,TRUE
Aristida burraensis B.K.Simon,Aristida burraensis,TRUE
Aristida calycina R.Br.,Aristida calycina,TRUE
Aristida capillifolia Henrard,Aristida capillifolia,TRUE
Aristida caput-medusae Domin,Aristida caput-medusae,TRUE
Aristida contorta F.Muell.,Aristida contorta,TRUE
Aristida dominii B.K.Simon,Aristida dominii,TRUE
Aristida echinata Henrard,Aristida echinata,TRUE
Aristida exserta S.T.Blake,Aristida exserta,TRUE
Aristida forsteri B.K.Simon,Aristida forsteri,TRUE
Aristida gracilipes (Domin) Henrard,Aristida gracilipes,TRUE
Aristida granitica B.K.Simon,Aristida granitica,TRUE
Aristida helicophylla S.T.Blake,Aristida helicophylla,TRUE
Aristida holathera Domin,Aristida holathera,TRUE
Aristida hygrometrica R.Br.,Aristida hygrometrica,TRUE
Aristida inaequiglumis Domin,Aristida inaequiglumis,TRUE
Aristida ingrata Domin,Aristida ingrata,TRUE
Aristida jacobsiana B.K.Simon & Cowie,Aristida jacobsiana,TRUE
Aristida jerichoensis (Domin) Henrard,Aristida jerichoensis,TRUE
Aristida kimberleyensis B.K.Simon,Aristida kimberleyensis,TRUE
Aristida latifolia Domin,Aristida latifolia,TRUE
Aristida latzii B.K.Simon,Aristida latzii,TRUE
Aristida lazaridis B.K.Simon,Aristida lazaridis,TRUE
Aristida leichhardtiana Domin,Aristida leichhardtiana,TRUE
Aristida leptopoda Benth.,Aristida leptopoda,TRUE
Aristida lignosa B.K.Simon,Aristida lignosa,TRUE
Aristida longicollis (Domin) Henrard,Aristida longicollis,TRUE
Aristida macroclada Henrard,Aristida macroclada,TRUE
Aristida muricata Henrard,Aristida muricata,TRUE
Aristida nitidula (Henrard) S.T.Blake ex J.M.Black,Aristida nitidula,TRUE
Aristida obscura Henrard,Aristida obscura,TRUE
Aristida perniciosa Domin,Aristida perniciosa,TRUE
Aristida personata Henrard,Aristida personata,TRUE
Aristida platychaeta S.T.Blake,Aristida platychaeta,TRUE
Aristida polyclados Domin,Aristida polyclados,TRUE
Aristida pruinosa Domin,Aristida pruinosa,TRUE
Aristida psammophila Henrard,Aristida psammophila,TRUE
Aristida queenslandica Henrard,Aristida queenslandica,TRUE
Aristida ramosa R.Br.,Aristida ramosa,TRUE
Aristida schultzii Mez,Aristida schultzii,TRUE
Aristida sciuroides Domin,Aristida sciuroides,TRUE
Aristida spuria Domin,Aristida spuria,TRUE
Aristida strigosa (Henrard) S.T.Blake ex J.M.Black,Aristida strigosa,TRUE
Aristida superpendens Domin,Aristida superpendens,TRUE
Aristida thompsonii B.K.Simon,Aristida thompsonii,TRUE
Aristida utilis F.M.Bailey,Aristida utilis,TRUE
Aristida vagans Cav.,Aristida vagans,TRUE
Aristida vickeryae B.K.Simon,Aristida vickeryae,TRUE
Aristida warburgii Mez,Aristida warburgii,TRUE
Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl,Arrhenatherum elatius,FALSE
Arthragrostis aristispicula B.K.Simon,Arthragrostis aristispicula,TRUE
Arthragrostis brassiana B.K.Simon,Arthragrostis brassiana,TRUE
Arthragrostis clarksoniana B.K.Simon,Arthragrostis clarksoniana,TRUE
Arthragrostis deschampsioides (Domin) Lazarides,Arthragrostis deschampsioides,TRUE
Arthraxon castratus (Griff.) V.Naray. ex Bor,Arthraxon castratus,TRUE
Arthraxon hispidus (Thunb.) Makino,Arthraxon hispidus,TRUE
Arundinaria simonii (Carrière) Riviere & C.Riviere,Arundinaria simonii,FALSE
Arundinella grevillensis B.K.Simon,Arundinella grevillensis,TRUE
Arundinella montana S.T.Blake,Arundinella montana,TRUE
Arundinella nepalensis Trin.,Arundinella nepalensis,TRUE
Arundinella setosa Trin.,Arundinella setosa,TRUE
Arundo donax L.,Arundo donax,FALSE
Astrebla elymoides F.Muell. ex F.M.Bailey,Astrebla elymoides,TRUE
Astrebla lappacea (Lindl.) Domin,Astrebla lappacea,TRUE
Astrebla pectinata (Lindl.) F.Muell. ex Benth.,Astrebla pectinata,TRUE
Astrebla squarrosa C.E.Hubb.,Astrebla squarrosa,TRUE
Australopyrum pectinatum (Labill.) Á.Löve,Australopyrum pectinatum,TRUE
Australopyrum retrofractum (Vickery) Á.Löve,Australopyrum retrofractum,TRUE
Australopyrum velutinum (Nees) B.K.Simon,Australopyrum velutinum,TRUE
Austrochloris dichanthioides (Everist) Lazarides,Austrochloris dichanthioides,TRUE
Austroderia richardii (Endl.) N.P.Barker & H.P.Linder,Austroderia richardii,FALSE
Austrostipa acrociliata (Reader) S.W.L.Jacobs & J.Everett,Austrostipa acrociliata,TRUE
Austrostipa aphylla (Rodway) S.W.L.Jacobs & J.Everett,Austrostipa aphylla,TRUE
"Austrostipa aquarii (Vickery, S.W.L.Jacobs & J.Everett) S.W.L.Jacobs & J.Everett",Austrostipa aquarii,TRUE
Austrostipa aristiglumis (F.Muell.) S.W.L.Jacobs & J.Everett,Austrostipa aristiglumis,TRUE
Austrostipa bigeniculata (Hughes) S.W.L.Jacobs & J.Everett,Austrostipa bigeniculata,TRUE
Austrostipa blackii (C.E.Hubb.) S.W.L.Jacobs & J.Everett,Austrostipa blackii,TRUE
"Austrostipa blakei (Vickery, S.W.L.Jacobs & J.Everett) S.W.L.Jacobs & J.Everett",Austrostipa blakei,TRUE
Austrostipa breviglumis (J.M.Black) S.W.L.Jacobs & J.Everett,Austrostipa breviglumis,TRUE
Austrostipa bronweniae A.R.Williams,Austrostipa bronweniae,TRUE
Austrostipa campylachne (Nees) S.W.L.Jacobs & J.Everett,Austrostipa campylachne,TRUE
"Austrostipa centralis (Vickery, S.W.L.Jacobs & J.Everett) S.W.L.Jacobs & J.Everett",Austrostipa centralis,TRUE
Austrostipa compressa (R.Br.) S.W.L.Jacobs & J.Everett,Austrostipa compressa,TRUE
Austrostipa crinita (Gaudich.) S.W.L.Jacobs & J.Everett,Austrostipa crinita,TRUE
Austrostipa curticoma (Vickery) S.W.L.Jacobs & J.Everett,Austrostipa curticoma,TRUE
Austrostipa densiflora (Hughes) S.W.L.Jacobs & J.Everett,Austrostipa densiflora,TRUE
"Austrostipa dongicola (Vickery, S.W.L.Jacobs & J.Everett) S.W.L.Jacobs & J.Everett",Austrostipa dongicola,TRUE
Austrostipa drummondii (Steud.) S.W.L.Jacobs & J.Everett,Austrostipa drummondii,TRUE
"Austrostipa echinata (Vickery, S.W.L.Jacobs & J.Everett) S.W.L.Jacobs & J.Everett",Austrostipa echinata,TRUE
Austrostipa elegantissima (Labill.) S.W.L.Jacobs & J.Everett,Austrostipa elegantissima,TRUE
Austrostipa eremophila (Reader) S.W.L.Jacobs & J.Everett,Austrostipa eremophila,TRUE
Austrostipa exilis (Vickery) S.W.L.Jacobs & J.Everett,Austrostipa exilis,TRUE
"Austrostipa feresetacea (Vickery, S.W.L.Jacobs & J.Everett) S.W.L.Jacobs & J.Everett",Austrostipa feresetacea,TRUE
Austrostipa flavescens (Labill.) S.W.L.Jacobs & J.Everett,Austrostipa flavescens,TRUE
Austrostipa geoffreyi S.W.L.Jacobs & J.Everett,Austrostipa geoffreyi,TRUE
Austrostipa gibbosa (Vickery) S.W.L.Jacobs & J.Everett,Austrostipa gibbosa,TRUE
Austrostipa hemipogon (Benth.) S.W.L.Jacobs & J.Everett,Austrostipa hemipogon,TRUE
Austrostipa jacobsiana A.R.Williams,Austrostipa jacobsiana,TRUE
Austrostipa juncifolia (Hughes) S.W.L.Jacobs & J.Everett,Austrostipa juncifolia,TRUE
"Austrostipa lanata (Vickery, S.W.L.Jacobs & J.Everett) S.W.L.Jacobs & J.Everett",Austrostipa lanata,TRUE
Austrostipa macalpinei (Reader) S.W.L.Jacobs & J.Everett,Austrostipa macalpinei,TRUE
Austrostipa metatoris (J.Everett & S.W.L.Jacobs) S.W.L.Jacobs & J.Everett,Austrostipa metatoris,TRUE
Austrostipa mollis (R.Br.) S.W.L.Jacobs & J.Everett,Austrostipa mollis,TRUE
Austrostipa muelleri (Tate) S.W.L.Jacobs & J.Everett,Austrostipa muelleri,TRUE
Austrostipa multispiculis (J.M.Black) S.W.L.Jacobs & J.Everett,Austrostipa multispiculis,TRUE
Austrostipa mundula (J.M.Black) S.W.L.Jacobs & J.Everett,Austrostipa mundula,TRUE
Austrostipa nitida (Summerh. & C.E.Hubb.) S.W.L.Jacobs & J.Everett,Austrostipa nitida,TRUE
Austrostipa nivicola (J.H.Willis) S.W.L.Jacobs & J.Everett,Austrostipa nivicola,TRUE
Austrostipa nodosa (S.T.Blake) S.W.L.Jacobs & J.Everett,Austrostipa nodosa,TRUE
Austrostipa nullanulla (J.Everett & S.W.L.Jacobs) S.W.L.Jacobs & J.Everett,Austrostipa nullanulla,TRUE
"Austrostipa nullarborensis (Vickery, S.W.L.Jacobs & J.Everett) S.W.L.Jacobs & J.Everett",Austrostipa nullarborensis,TRUE
Austrostipa oligostachya (Hughes) S.W.L.Jacobs & J.Everett,Austrostipa oligostachya,TRUE
Austrostipa petraea (Vickery) S.W.L.Jacobs & J.Everett,Austrostipa petraea,TRUE
Austrostipa pilata (S.W.L.Jacobs & J.Everett) S.W.L.Jacobs & J.Everett,Austrostipa pilata,TRUE
Austrostipa platychaeta (Hughes) S.W.L.Jacobs & J.Everett,Austrostipa platychaeta,TRUE
Austrostipa plumigera (Hughes) S.W.L.Jacobs & J.Everett,Austrostipa plumigera,TRUE
Austrostipa puberula (Steud.) S.W.L.Jacobs & J.Everett,Austrostipa puberula,TRUE
Austrostipa pubescens (R.Br.) S.W.L.Jacobs & J.Everett,Austrostipa pubescens,TRUE
Austrostipa pubinodis (Trin. & Rupr.) S.W.L.Jacobs & J.Everett,Austrostipa pubinodis,TRUE
Austrostipa pycnostachya (Benth.) S.W.L.Jacobs & J.Everett,Austrostipa pycnostachya,TRUE
Austrostipa ramosissima (Trin.) S.W.L.Jacobs & J.Everett,Austrostipa ramosissima,TRUE
Austrostipa rudis (Spreng.) S.W.L.Jacobs & J.Everett,Austrostipa rudis,TRUE
Austrostipa scabra (Lindl.) S.W.L.Jacobs & J.Everett,Austrostipa scabra,TRUE
Austrostipa semibarbata (R.Br.) S.W.L.Jacobs & J.Everett,Austrostipa semibarbata,TRUE
Austrostipa setacea (R.Br.) S.W.L.Jacobs & J.Everett,Austrostipa setacea,TRUE
Austrostipa stipoides (Hook.f.) S.W.L.Jacobs & J.Everett,Austrostipa stipoides,TRUE
Austrostipa stuposa (Hughes) S.W.L.Jacobs & J.Everett,Austrostipa stuposa,TRUE
Austrostipa tenuifolia (Steud.) S.W.L.Jacobs & J.Everett,Austrostipa tenuifolia,TRUE
Austrostipa trichophylla (Benth.) S.W.L.Jacobs & J.Everett,Austrostipa trichophylla,TRUE
Austrostipa tuckeri (F.Muell.) S.W.L.Jacobs & J.Everett,Austrostipa tuckeri,TRUE
Austrostipa variabilis (Hughes) S.W.L.Jacobs & J.Everett,Austrostipa variabilis,TRUE
"Austrostipa velutina (Vickery, S.W.L.Jacobs & J.Everett) S.W.L.Jacobs & J.Everett",Austrostipa velutina,TRUE
Austrostipa verticillata (Nees ex Spreng.) S.W.L.Jacobs & J.Everett,Austrostipa verticillata,TRUE
Austrostipa vickeryana (J.Everett & S.W.L.Jacobs) S.W.L.Jacobs & J.Everett,Austrostipa vickeryana,TRUE
"Austrostipa wakoolica (Vickery, S.W.L.Jacobs & J.Everett) S.W.L.Jacobs & J.Everett",Austrostipa wakoolica,TRUE
Avellinia michelii (Savi) Parl.,Avellinia michelii,FALSE
Avena abyssinica Hochst.,Avena abyssinica,FALSE
Avena barbata Pott ex Link,Avena barbata,FALSE
Avena byzantina K.Koch,Avena byzantina,FALSE
Avena fatua L.,Avena fatua,FALSE
Avena sativa L.,Avena sativa,FALSE
Avena sterilis L.,Avena sterilis,FALSE
Avena strigosa Schreb.,Avena strigosa,FALSE
Axonopus compressus (Sw.) P.Beauv.,Axonopus compressus,FALSE
Axonopus fissifolius (Raddi) Kuhlm.,Axonopus fissifolius,FALSE
Bambusa arnhemica F.Muell.,Bambusa arnhemica,TRUE
Bambusa balcooa Roxb.,Bambusa balcooa,FALSE
Bambusa vulgaris Schrad. ex J.C.Wendl.,Bambusa vulgaris,FALSE
Bothriochloa biloba S.T.Blake,Bothriochloa biloba,TRUE
Bothriochloa bladhii (Retz.) S.T.Blake,Bothriochloa bladhii,TRUE
Bothriochloa bunyensis B.K.Simon,Bothriochloa bunyensis,TRUE
Bothriochloa decipiens (Hack.) C.E.Hubb.,Bothriochloa decipiens,TRUE
Bothriochloa erianthoides (F.Muell.) C.E.Hubb.,Bothriochloa erianthoides,TRUE
Bothriochloa ewartiana (Domin) C.E.Hubb.,Bothriochloa ewartiana,TRUE
Bothriochloa insculpta (Hochst. ex A.Rich.) A.Camus,Bothriochloa insculpta,FALSE
Bothriochloa macra (Steud.) S.T.Blake,Bothriochloa macra,TRUE
Bothriochloa pertusa (L.) A.Camus,Bothriochloa pertusa,FALSE
Bothriochloa saccharoides (Sw.) Rydb.,Bothriochloa saccharoides,FALSE
Brachyachne ciliaris (Kuntze) C.E.Hubb.,Brachyachne ciliaris,TRUE
Brachyachne convergens (F.Muell.) Stapf,Brachyachne convergens,TRUE
Brachyachne prostrata C.A.Gardner & C.E.Hubb.,Brachyachne prostrata,TRUE
Brachyachne tenella (R.Br.) C.E.Hubb.,Brachyachne tenella,TRUE
Brachypodium distachyon (L.) P.Beauv.,Brachypodium distachyon,FALSE
Brachypodium sylvaticum (Huds.) P.Beauv.,Brachypodium sylvaticum,FALSE
Briza maxima L.,Briza maxima,FALSE
Briza minor L.,Briza minor,FALSE
Briza subaristata Lam.,Briza subaristata,FALSE
Bromus alopecuros Poir.,Bromus alopecuros,FALSE
Bromus arenarius Labill.,Bromus arenarius,TRUE
Bromus brevis Nees ex Steud.,Bromus brevis,FALSE
Bromus catharticus Vahl,Bromus catharticus,FALSE
Bromus cebadilla Steud.,Bromus cebadilla,FALSE
Bromus diandrus Roth,Bromus diandrus,FALSE
Bromus hordeaceus L.,Bromus hordeaceus,FALSE
Bromus inermis Leyss.,Bromus inermis,FALSE
Bromus lithobius Trin.,Bromus lithobius,FALSE
Bromus madritensis L.,Bromus madritensis,FALSE
Bromus racemosus L.,Bromus racemosus,FALSE
Bromus rubens L.,Bromus rubens,FALSE
Bromus scoparius L.,Bromus scoparius,FALSE
Bromus secalinus L.,Bromus secalinus,FALSE
Bromus squarrosus L.,Bromus squarrosus,FALSE
Bromus sterilis L.,Bromus sterilis,FALSE
Bromus tectorum L.,Bromus tectorum,FALSE
Calamagrostis epigejos (L.) Roth,Calamagrostis epigejos,FALSE
Calamagrostis viridiflavescens (Poir.) Steud.,Calamagrostis viridiflavescens,FALSE
Calyptochloa cylindrosperma E.J.Thomps. & B.K.Simon,Calyptochloa cylindrosperma,TRUE
Calyptochloa gracillima C.E.Hubb.,Calyptochloa gracillima,TRUE
Calyptochloa johnsoniana E.J.Thomps. & B.K.Simon,Calyptochloa johnsoniana,TRUE
Capillipedium parviflorum (R.Br.) Stapf,Capillipedium parviflorum,TRUE
Capillipedium spicigerum S.T.Blake,Capillipedium spicigerum,TRUE
Catapodium marinum (L.) C.E.Hubb.,Catapodium marinum,FALSE
Catapodium rigidum (L.) C.E.Hubb.,Catapodium rigidum,FALSE
Cenchrus americanus (L.) Morrone,Cenchrus americanus,FALSE
Cenchrus basedowii (Summerh. & C.E.Hubb.) Morrone,Cenchrus basedowii,TRUE
Cenchrus biflorus Roxb.,Cenchrus biflorus,FALSE
Cenchrus brevisetosus (B.K.Simon) B.K.Simon,Cenchrus brevisetosus,TRUE
Cenchrus brownii Roem. & Schult.,Cenchrus brownii,FALSE
Cenchrus caliculatus Cav.,Cenchrus caliculatus,TRUE
Cenchrus ciliaris L.,Cenchrus ciliaris,FALSE
Cenchrus clandestinus (Hochst. ex Chiov.) Morrone,Cenchrus clandestinus,FALSE
Cenchrus echinatus L.,Cenchrus echinatus,FALSE
Cenchrus elymoides F.Muell.,Cenchrus elymoides,TRUE
Cenchrus longisetus M.C.Johnst.,Cenchrus longisetus,FALSE
Cenchrus longispinus (Hack.) Fernald,Cenchrus longispinus,FALSE
Cenchrus macrourus (Trin.) Morrone,Cenchrus macrourus,FALSE
Cenchrus pedicellatus (Trin.) Morrone,Cenchrus pedicellatus,FALSE
Cenchrus pennisetiformis Hochst. & Steud.,Cenchrus pennisetiformis,FALSE
Cenchrus polystachios (L.) Morrone,Cenchrus polystachios,FALSE
Cenchrus purpurascens Thunb.,Cenchrus purpurascens,TRUE
Cenchrus purpureus (Schumach.) Morrone,Cenchrus purpureus,FALSE
Cenchrus robustus R.D.Webster,Cenchrus robustus,TRUE
Cenchrus setaceus (Forssk.) Morrone,Cenchrus setaceus,FALSE
Cenchrus setiger Vahl,Cenchrus setiger,FALSE
Cenchrus setosus Sw.,Cenchrus setosus,FALSE
Cenchrus spinifex Cav.,Cenchrus spinifex,FALSE
Cenchrus thunbergii (Kunth) Morrone,Cenchrus thunbergii,FALSE
Centotheca lappacea (L.) Desv.,Centotheca lappacea,TRUE
Centotheca philippinensis (Merr.) C.Monod,Centotheca philippinensis,TRUE
Chamaeraphis hordeacea R.Br.,Chamaeraphis hordeacea,TRUE
Chimonobambusa marmorea (Mitford) Makino,Chimonobambusa marmorea,FALSE
Chionachne cyathopoda (F.Muell.) F.Muell. ex Benth.,Chionachne cyathopoda,TRUE
Chionachne hubbardiana Henrard,Chionachne hubbardiana,TRUE
Chionochloa frigida (Vickery) Conert,Chionochloa frigida,TRUE
Chionochloa howensis S.W.L.Jacobs,Chionochloa howensis,TRUE
Chloris barbata Sw.,Chloris barbata,FALSE
Chloris ciliata Sw.,Chloris ciliata,FALSE
Chloris divaricata R.Br.,Chloris divaricata,TRUE
Chloris gayana Kunth,Chloris gayana,FALSE
Chloris lobata Lazarides,Chloris lobata,TRUE
Chloris pectinata Benth.,Chloris pectinata,TRUE
Chloris pilosa Schumach.,Chloris pilosa,FALSE
Chloris pumilio R.Br.,Chloris pumilio,TRUE
Chloris truncata R.Br.,Chloris truncata,TRUE
Chloris ventricosa R.Br.,Chloris ventricosa,TRUE
